id,video_file,question,options,answer,ground_truth,question_type
164,Data/left_videos/video_0000185.mp4,"I am jogging, are there any Intersections visible between frame 8 and 14?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
165,Data/left_videos/video_0000186.mp4,Are there obstructions visible to my left or right between frame 13 and 16?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
166,Data/left_videos/video_0000189.mp4,Are there obstructions visible to my left or right between frame 0 and 5?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
167,Data/left_videos/video_0000190.mp4,"I am jogging, are there any Intersections visible between frame 25 and 29?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
168,Data/left_videos/video_0000191.mp4,"I am jogging, are there any Intersections visible between frame 20 and 27?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
169,Data/left_videos/video_0000192.mp4,Are there pedestrians visible between frame 0 and 4?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
170,Data/left_videos/video_0000193.mp4,Are there pedestrians visible between frame 4 and 9?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
171,Data/left_videos/video_0000195.mp4,Are there pedestrians visible between frame 0 and 7?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
172,Data/left_videos/video_0000197.mp4,"I am jogging, are there any Intersections visible between frame 10 and 12?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
173,Data/left_videos/video_0000198.mp4,Where am I currently running between frame 0 and 9?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
174,Data/left_videos/video_0000199.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",D,off trail or hiking path,Navigation Lane 
175,Data/left_videos/video_0000200.mp4,Are there pedestrians visible between frame 4 and 7?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
176,Data/left_videos/video_0000201.mp4,Are there pedestrians visible between frame 0 and 6?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
177,Data/left_videos/video_0000202.mp4,Are there pedestrians visible between frame 3 and 6?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
178,Data/left_videos/video_0000203.mp4,Are there pedestrians visible between frame 0 and 3?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
179,Data/left_videos/video_0000204.mp4,Are there pedestrians visible between frame 0 and 8?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
180,Data/left_videos/video_0000205.mp4,Where am I currently running between frame 0 and 3?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
181,Data/left_videos/video_0000206.mp4,Are there pedestrians visible between frame 22 and 25?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
182,Data/left_videos/video_0000207.mp4,Are there pedestrians visible between frame 9 and 12?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
183,Data/left_videos/video_0000208.mp4,Are there pedestrians visible between frame 20 and 25?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
184,Data/left_videos/video_0000210.mp4,"I am jogging, are there any Intersections visible between frame 28 and 30?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
185,Data/left_videos/video_0000211.mp4,Where am I currently running between frame 20 and 25?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
186,Data/left_videos/video_0000212.mp4,Are there pedestrians visible between frame 9 and 13?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
187,Data/left_videos/video_0000213.mp4,Are there pedestrians visible between frame 8 and 10?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
188,Data/left_videos/video_0000215.mp4,Are there pedestrians visible between frame 18 and 23?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
189,Data/left_videos/video_0000216.mp4,Are there pedestrians visible between frame 16 and 22?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
190,Data/left_videos/video_0000217.mp4,Are there pedestrians visible between frame 0 and 9?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
191,Data/left_videos/video_0000218.mp4,Where am I currently running between frame 0 and 3?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
192,Data/left_videos/video_0000219.mp4,Are there pedestrians visible between frame 25 and 29?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
193,Data/left_videos/video_0000220.mp4,Are there obstructions visible to my left or right between frame 25 and 29?,"['A. left', 'B. right', 'C. none', 'D. both']",B,right,Obstructions (Specific Range)
194,Data/left_videos/video_0000221.mp4,Are there obstructions visible to my left or right between frame 27 and 31?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
195,Data/left_videos/video_0000222.mp4,Are there obstructions visible to my left or right between frame 0 and 10?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
196,Data/left_videos/video_0000223.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
197,Data/left_videos/video_0000224.mp4,Are there pedestrians visible between frame 0 and 10?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
198,Data/left_videos/video_0000225.mp4,Are there pedestrians visible between frame 18 and 24?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
199,Data/left_videos/video_0000226.mp4,Where am I currently running between frame 0 and 1?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",A,designated running lane,Navigation Lane 
200,Data/left_videos/video_0000227.mp4,"I am jogging, are there any Intersections visible between frame 0 and 3?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
201,Data/left_videos/video_0000228.mp4,"I am jogging, are there any Intersections visible between frame 5 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
202,Data/left_videos/video_0000229.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
203,Data/left_videos/video_0000230.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
204,Data/left_videos/video_0000231.mp4,"I am jogging, are there any Intersections visible between frame 10 and 23?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
205,Data/left_videos/video_0000232.mp4,"I am jogging, are there any Intersections visible between frame 26 and 31?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
206,Data/left_videos/video_0000233.mp4,Are there pedestrians visible between frame 24 and 31?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
207,Data/left_videos/video_0000234.mp4,"I am jogging, are there any Intersections visible between frame 25 and 31?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
208,Data/left_videos/video_0000235.mp4,"I am jogging, are there any Intersections visible between frame 24 and 25?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
209,Data/left_videos/video_0000237.mp4,"I am jogging, are there any Intersections visible between frame 25 and 27?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
210,Data/left_videos/video_0000238.mp4,"I am jogging, are there any Intersections visible between frame 25 and 30?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
211,Data/left_videos/video_0000239.mp4,Are there pedestrians visible between frame 0 and 1?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
212,Data/left_videos/video_0000240.mp4,"I am jogging, are there any Intersections visible between frame 7 and 14?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
213,Data/left_videos/video_0000241.mp4,Are there obstructions visible to my left or right between frame 0 and 15?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
214,Data/left_videos/video_0000242.mp4,"I am jogging, are there any Intersections visible between frame 24 and 28?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
215,Data/left_videos/video_0000243.mp4,Are there obstructions visible to my left or right between frame 0 and 14?,"['A. left', 'B. right', 'C. none', 'D. both']",C,none,Obstructions (Specific Range)
216,Data/left_videos/video_0000244.mp4,Are there pedestrians visible between frame 0 and 3?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
217,Data/left_videos/video_0000246.mp4,Are there obstructions visible to my left or right between frame 0 and 6?,"['A. left', 'B. right', 'C. none', 'D. both']",C,none,Obstructions (Specific Range)
218,Data/left_videos/video_0000247.mp4,Are there obstructions visible to my left or right between frame 11 and 20?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
219,Data/left_videos/video_0000248.mp4,Are there pedestrians visible between frame 4 and 9?,"['A. yes', 'B. no']",B,no,Pedestrians (Specific Range)
220,Data/left_videos/video_0000249.mp4,Are there obstructions visible to my left or right between frame 0 and 15?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
221,Data/left_videos/video_0000250.mp4,Are there pedestrians visible between frame 27 and 30?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
222,Data/left_videos/video_0000251.mp4,Is there an immediate turn between frame 0 and 31?,"['A. yes turn left', 'B. yes turn right', 'C. yes turn left or right', 'D. no']",D,no,Navigation Turn
223,Data/left_videos/video_0000252.mp4,Are there obstructions visible to my left or right between frame 1 and 14?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
224,Data/left_videos/video_0000253.mp4,Are there obstructions visible to my left or right between frame 10 and 15?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
225,Data/left_videos/video_0000254.mp4,Are there obstructions visible to my left or right between frame 10 and 20?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
226,Data/left_videos/video_0000255.mp4,Are there obstructions visible to my left or right between frame 0 and 10?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
227,Data/left_videos/video_0000256.mp4,Are there obstructions visible to my left or right between frame 0 and 14?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
228,Data/left_videos/video_0000257.mp4,Are there obstructions visible to my left or right between frame 0 and 10?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
229,Data/left_videos/video_0000258.mp4,Are there obstructions visible to my left or right between frame 0 and 13?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
230,Data/left_videos/video_0000259.mp4,Are there obstructions visible to my left or right between frame 0 and 15?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
231,Data/left_videos/video_0000260.mp4,Are there obstructions visible to my left or right between frame 0 and 15?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
232,Data/left_videos/video_0000261.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",C,street,Navigation Lane 
233,Data/left_videos/video_0000262.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",A,designated running lane,Navigation Lane 
234,Data/left_videos/video_0000263.mp4,Are there obstructions visible to my left or right between frame 0 and 5?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
235,Data/left_videos/video_0000264.mp4,Are there obstructions visible to my left or right between frame 0 and 10?,"['A. left', 'B. right', 'C. none', 'D. both']",B,right,Obstructions (Specific Range)
236,Data/left_videos/video_0000265.mp4,Are there pedestrians visible between frame 0 and 10?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
237,Data/left_videos/video_0000266.mp4,"I am jogging, are there any Intersections visible between frame 0 and 31?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
238,Data/left_videos/video_0000267.mp4,Are there obstructions visible to my left or right between frame 10 and 20?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
239,Data/left_videos/video_0000268.mp4,"I am jogging, are there any Intersections visible between frame 20 and 30?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
240,Data/left_videos/video_0000269.mp4,Are there pedestrians visible between frame 0 and 9?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
241,Data/left_videos/video_0000270.mp4,Are there obstructions visible to my left or right between frame 20 and 30?,"['A. left', 'B. right', 'C. none', 'D. both']",B,right,Obstructions (Specific Range)
242,Data/left_videos/video_0000271.mp4,Are there obstructions visible to my left or right between frame 0 and 15?,"['A. left', 'B. right', 'C. none', 'D. both']",B,right,Obstructions (Specific Range)
243,Data/left_videos/video_0000272.mp4,Where am I currently running between frame 20 and 30?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
244,Data/left_videos/video_0000273.mp4,Where am I currently running between frame 0 and 5?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",D,off trail or hiking path,Navigation Lane 
245,Data/left_videos/video_0000274.mp4,Are there obstructions visible to my left or right between frame 20 and 31?,"['A. left', 'B. right', 'C. none', 'D. both']",D,both,Obstructions (Specific Range)
246,Data/left_videos/video_0000275.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
247,Data/left_videos/video_0000276.mp4,Are there pedestrians visible between frame 0 and 13?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
248,Data/left_videos/video_0000277.mp4,Are there obstructions visible to my left or right between frame 10 and 18?,"['A. left', 'B. right', 'C. none', 'D. both']",B,right,Obstructions (Specific Range)
249,Data/left_videos/video_0000278.mp4,Are there pedestrians visible between frame 0 and 10?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
250,Data/left_videos/video_0000279.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
251,Data/left_videos/video_0000280.mp4,Are there pedestrians visible between frame 0 and 10?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
252,Data/left_videos/video_0000281.mp4,Are there pedestrians visible between frame 0 and 10?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
253,Data/left_videos/video_0000282.mp4,Are there obstructions visible to my left or right between frame 0 and 10?,"['A. left', 'B. right', 'C. none', 'D. both']",C,none,Obstructions (Specific Range)
254,Data/left_videos/video_0000283.mp4,Are there pedestrians visible between frame 0 and 15?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
255,Data/left_videos/video_0000284.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
256,Data/left_videos/video_0000285.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
257,Data/left_videos/video_0000286.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
258,Data/left_videos/video_0000287.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",D,off trail or hiking path,Navigation Lane 
259,Data/left_videos/video_0000288.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
260,Data/left_videos/video_0000289.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",B,no,Intersections Ahead (Specific Range)
261,Data/left_videos/video_0000290.mp4,Are there pedestrians visible between frame 0 and 10?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
262,Data/left_videos/video_0000291.mp4,Where am I currently running between frame 20 and 25?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
263,Data/left_videos/video_0000293.mp4,Are there obstructions visible to my left or right between frame 20 and 31?,"['A. left', 'B. right', 'C. none', 'D. both']",A,left,Obstructions (Specific Range)
264,Data/left_videos/video_0000294.mp4,Where am I currently running between frame 0 and 4?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",D,off trail or hiking path,Navigation Lane 
265,Data/left_videos/video_0000295.mp4,Where am I currently running between frame 10 and 20?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",A,designated running lane,Navigation Lane 
266,Data/left_videos/video_0000296.mp4,"I am jogging, are there any Intersections visible between frame 0 and 31?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
267,Data/left_videos/video_0000297.mp4,Are there pedestrians visible between frame 0 and 3?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
268,Data/left_videos/video_0000298.mp4,"I am jogging, are there any Intersections visible between frame 0 and 10?","['A. yes', 'B. no']",A,yes,Intersections Ahead (Specific Range)
269,Data/left_videos/video_0000299.mp4,Where am I currently running between frame 0 and 10?,"['A. designated running lane', 'B. sidewalk', 'C. street', 'D. off trail or hiking path']",B,sidewalk,Navigation Lane 
270,Data/left_videos/video_0000301.mp4,Are there pedestrians visible between frame 15 and 20?,"['A. yes', 'B. no']",A,yes,Pedestrians (Specific Range)
